file	line	indicator	note
approved/index-before-supabase-auth-20260704-191914.html	10	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	11	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	12	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	13	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	14	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	36	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	37	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	64	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	67	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	74	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	83	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	97	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	99	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	102	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	108	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	109	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	110	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	111	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	122	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	123	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	124	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	135	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	145	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-191914.html	146	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	10	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	11	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	12	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	13	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	14	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	36	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	37	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	64	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	67	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	74	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	83	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	97	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	99	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	102	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	108	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	109	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	110	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	111	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	122	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	123	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	124	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	135	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	145	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-supabase-auth-20260704-192024.html	146	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	10	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	11	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	12	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	13	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	14	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	36	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	37	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	64	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	67	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	74	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	83	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	97	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	99	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	102	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	108	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	109	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	110	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	111	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	122	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	123	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	124	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	135	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	145	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-before-vvip-gate-login-20260707.html	146	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	10	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	11	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	12	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	13	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	14	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	36	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	37	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	64	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	67	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	74	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	83	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	97	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	99	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	102	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	108	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	109	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	110	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	111	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	122	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	123	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	124	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	135	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	145	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-approved.html	146	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	10	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	11	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	12	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	13	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	14	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	36	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	37	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	64	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	67	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	74	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	83	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	97	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	99	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	102	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	108	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	109	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	110	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	111	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	122	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	123	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	124	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	135	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	145	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/index-supabase-auth-final.html	146	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	619	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	741	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	742	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	929	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	947	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	948	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	949	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	991	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	1000	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	1002	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	1007	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	1022	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	1037	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	8	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	9	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	10	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	11	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	22	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	25	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	28	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	31	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	36	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	37	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	45	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	47	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	48	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	55	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	67	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	68	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	69	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	72	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	73	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	74	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	80	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	81	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	82	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	83	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	84	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	85	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	140	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	176	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	178	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	182	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	189	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	213	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	214	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	215	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	216	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	217	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	224	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
approved/legacy-auth-redirect-7-1/private-profile-before-redirect-20260708.html	238	REVIEW_REQUIRED	Potential launch navigation/action point; source content intentionally not copied
